parametro,posterior.mean,posterior.sd,MSEn,ISn
beta0,-9.931639972597275e-4,0.001009979028299737,7.5919696003981285e-6,3.9614503307465223
phi,6.759841450966858,8.422731144161347,1.9715945083338433,8.831718001745417
sigma,8.869499651249591e-8,1.480925511157524e-7,2.998226572895355e-4,39.994939915309146
tau,3.020449482721421e-4,2.878870832269358e-6,0.06327300010879533,8270.647426379608
