parametro,posterior.mean,posterior.sd,MSEn,ISn
beta0,-9.943203869187088e-4,0.0010043767296636003,8.110556446584846e-6,3.9394762022348737
phi,4.2931956280820325,7.211855681052352,6.743962976280526,21.247158148151684
sigma,8.58536637492623e-8,1.5200840035607551e-7,2.9828661702698836e-5,39.95656082620388
tau,3.057639385348131e-5,6.848318220292858e-7,5.949691933221867e-4,780.6622085000997
