parametro,posterior.mean,posterior.sd,MSEn,ISn
beta0,-9.981809252129219e-4,0.0010007310749799254,1.0466102490143871e-6,3.9251763799547126
phi,6.680165472431309,6.475599444101675,1.386311498113273,5.595312881147263
sigma,3.848727838391133e-9,7.612301814866119e-9,2.999230360715366e-5,39.99812356676018
tau,3.0794715022174367e-5,2.450440435295774e-7,6.036892146871378e-4,808.8742317510214
