parametro,posterior.mean,posterior.sd,MSEn,ISn
beta0,-0.0010218616572738603,0.0010012225610202445,6.602967471338563e-6,3.924720320219447
phi,7.01739038611171,10.401452603172318,0.8141380361502019,11.168313520396293
rho,0.7227924709746384,0.3330917877410868,0.0074523267131182775,1.3939757713009802
sigma,5.589698750199502e-14,2.4442560321878734e-13,2.9999999888206024e-5,40.000000005779775
tau,3.132325111572239e-5,3.5861468186297145e-7,6.256950283616745e-4,817.3386943875194
