parametro,posterior.mean,posterior.sd,MSEn,ISn
beta0,-0.001043049096367428,0.0010044252192012027,7.155189460207914e-5,3.937274509598395
phi,5.850192608717467,8.9183297771547565,0.34296749999760207,16.59266088178691
rho,0.788600522488827,0.2717095361749745,0.0013601139651576658,1.153431279540581
sigma,9.168412131455049e-14,4.503955839589165e-13,2.9999999981663173e-4,40.00000006502106
tau,3.0165944517808956e-4,2.2646037317980918e-6,0.06310539579425767,8280.197817204442
