parametro,posterior.mean,posterior.sd,MSEn,ISn
beta0,-0.001141652977288281,0.0010433222048511473,8.504447683679102e-5,4.092285750608572
phi,4.443520527633193,6.407920255060959,0.6399485699415661,20.658487639451742
sigma,7.831670276608277e-7,2.5928104954066915e-6,0.002998433952732998,39.99828302484089
tau,0.003004789940414029,2.4406026945609192e-5,6.314436659510057,82803.80558922634
