parametro,posterior.mean,posterior.sd,MSEn,ISn
beta0,-0.0012007811783044128,0.0010915938082373534,7.214525124244901e-4,4.27896909978664
phi,4.1223365808677395,5.40634067776523,0.1551256672114227,21.269795983224938
rho,0.814957539120314,0.29092923757524347,2.919551128094158e-4,1.3062138220248356
sigma,5.648518723359277e-14,1.439095011264626e-13,0.0029999999998870297,39.99999999983083
tau,0.0030564013900164022,3.417406493701864e-5,6.533769043424573,83695.53080200919
