parametro,posterior.mean,posterior.sd,MSEn,ISn
beta0,-9.85379926718642e-4,0.0010379894356449247,7.275195203085151e-5,4.071320491774178
phi,4.5822968726617015,5.613021645370015,0.6553757903345409,17.67958053920362
sigma,3.073212543348204e-7,8.622260391258125e-7,2.9938571199615463e-4,39.9911222882331
tau,2.9959802669688574e-4,6.7221842305920095e-6,0.062257947963910036,7994.756924338721
