parametro,posterior.mean,posterior.sd,MSEn,ISn
beta0,-0.0010647558207230428,0.001009778994023175,7.080721392273165e-5,3.958260921263212
phi,6.647438448353103,9.68610087243434,0.5437832857871334,12.252197688721553
rho,0.7294545751081779,0.32377789778255905,0.0062218892234678115,1.3548438050601581
sigma,5.370585692476903e-14,2.2047472916592814e-13,2.999999998925883e-4,40.00000000001536
tau,3.063421874848293e-4,3.432592296571227e-6,0.065088852469077,8349.912513985992
