parametro,posterior.mean,posterior.sd,MSEn,ISn
beta0,-9.758903551769946e-4,0.0010909791541402196,7.71354593252173e-5,4.279161648545351
phi,4.146317547769761,5.257177013224636,0.22616072928154873,20.643748180867327
sigma,3.978558205455091e-7,9.555466263554008e-7,0.002999204342925431,39.9986711733115
tau,0.003006088977359356,3.3478719456569035e-5,6.320655834745717,82335.89773407814
