parametro,posterior.mean,posterior.sd,MSEn,ISn
beta0,-9.935694649692585e-4,0.0010049918349574341,1.0283241314731924e-5,3.9418889076434875
phi,4.381487076139925,4.308358543355393,1.0033206926356217,15.859320162670295
sigma,4.157073924111658e-7,3.756920390689862e-7,2.9917170019631953e-4,39.958711670127286
tau,3.0125743571147475e-4,1.96658384173886e-6,0.06293144789801859,8293.024604329099
