parametro,posterior.mean,posterior.sd,MSEn,ISn
beta0,-0.0010853246802384267,0.0010041018050286408,5.064764768263827e-5,3.9360067493377713
phi,6.9610832599819545,10.464339189920702,0.960667901123085,11.712216426383314
rho,0.742490626047246,0.3301422550156615,0.006800638454788781,1.4070669080789335
sigma,5.309397013572291e-14,2.276785187876935e-13,2.9999999893812064e-5,40.000000027590296
tau,3.070735407194739e-5,6.991870880273442e-7,6.004385037522885e-4,782.8314352811482
