parametro,posterior.mean,posterior.sd,MSEn,ISn
beta0,-0.0016185911053157103,0.0013209233759056147,0.004891980876338543,14.740870489963743
phi,4.406414748203548,6.137711065690686,0.2014181718539523,20.78054725159082
rho,0.798679470306113,0.25369122496027974,6.979981822786951e-4,1.0561475737843653
sigma,5.588462854345901e-14,1.5144646171741013e-13,0.0029999999998882305,39.999999999856094
tau,0.002978808198549645,6.723507044689832e-5,6.213692228709382,79813.97851783564
