parametro,posterior.mean,posterior.sd,MSEn,ISn
beta0,-0.0010181805689001766,0.0010096670923466918,9.957879394337357e-5,3.957822274751779
phi,6.15607076570025,8.92998019206351,0.4480981667408859,14.104429977125434
rho,0.7614131126389677,0.29799753357350106,0.0043792310567469,1.271224053459527
sigma,5.085455266171334e-14,1.8250049200377135e-13,2.9999999989829086e-4,39.999999999530445
tau,3.028197808380905e-4,3.4284762026450276e-6,0.06360610780318808,8252.73162673754
