parametro,posterior.mean,posterior.sd,MSEn,ISn
beta0,-9.953134151501459e-4,0.0010006661004873607,5.219623164644442e-6,3.922539035012904
phi,36.822996645104205,382.04399146254076,5740.001110720332,4647506.701923633
rho,0.7983151743384284,0.28264219424563575,0.0024658048455379737,1.2934934753948075
sigma,5.392411009706945e-14,1.986257716249298e-13,2.999999989215178e-5,561298.5431776117
tau,3.0805393905396074e-5,2.362298414368787e-7,6.041723704196501e-4,809.6124660242025
