parametro,posterior.mean,posterior.sd,MSEn,ISn
beta0,-0.0010604069522326019,0.0010040728049442891,4.672893406900921e-5,3.9358930710960154
phi,6.661367718916601,10.066657734735863,0.7852303465102675,12.9844085731874
rho,0.7557942333118864,0.3201587123920016,0.005449580362717749,1.3735380212625814
sigma,5.076621678898488e-14,2.01213770754381e-13,2.9999999898467567e-5,40.00000001604428
tau,3.0467609954460853e-5,6.937176777325297e-7,5.911531064540887e-4,776.3197523007092
