parametro,posterior.mean,posterior.sd,MSEn,ISn
beta0,-9.823123197572443e-4,0.0010101676542174096,1.1873246339498257e-5,3.962193244258658
phi,6.337251750921868,7.065617085282234,1.8452385328620944,9.708896785598107
sigma,8.823763185203248e-8,1.4316632663387212e-7,2.9982357078094975e-4,39.99445829110582
tau,3.015947134857981e-4,2.731935313809874e-6,0.06307940204826723,8265.10623260495
