parametro,posterior.mean,posterior.sd,MSEn,ISn
beta0,-9.570103170716748e-4,0.0013231201750743108,7.072403306371151e-4,5.189739741898817
phi,5.456594518815312,8.109306935404085,0.21715942730167445,17.30889178190304
sigma,3.762854093926709e-7,9.337629719630433e-7,0.0029992474807048735,39.99888796510858
tau,0.0029917763305804144,6.602706486013489e-5,6.261893302350951,80283.53280687386
