parametro,posterior.mean,posterior.sd,MSEn,ISn
beta0,-9.408547209146982e-4,0.0010910907254211132,1.2365946480663668e-4,4.279604421543777
phi,4.4903870375201365,6.0883137432829315,0.27001849103361314,19.90378726316141
sigma,3.848071068474461e-7,9.11728096827423e-7,0.0029992304365440542,39.99872217965981
tau,0.0030028405213332696,3.3420985906778074e-5,6.3067367104321725,82249.63094141096
