AR2
1.2457205335299173
1.1737240433692933
1.1557790080706278
1.3731314937273662
1.1103445053100587
1.243246030807495
1.1576702316602072
1.1480016231536865
1.261424752076467
1.2188468337059022
1.2517467578252157
1.0905417402585347
1.4448179880777994
1.1924400647481284
1.2507688879966736
1.2141000390052796
1.2864224513371785
1.270516856511434
1.1888813296953837
1.2066147287686666
1.052062726020813
1.2120484352111816
1.3061484456062318
1.2550305247306823
1.3671927809715272
1.217315383752187
1.2889748533566794
1.4105476101239522
1.2906294385592143
1.2274688164393106
