parametro,posterior.mean,posterior.sd,MSEn,ISn
beta0,-0.001194454268515059,0.0010369162422111966,4.8345664205301915e-4,4.064636979439364
phi,5.822821794721407,8.715035402897646,0.5406523432537733,16.03807694580157
rho,0.771514902083353,0.2925916434557999,0.004376999411221088,1.243529831099238
sigma,5.5361751169081856e-14,1.7912008815879208e-13,2.999999998892765e-4,39.99999999913281
tau,2.9857860764333243e-4,6.63048803160851e-6,0.06189469684593937,7968.322615570344
