parametro,posterior.mean,posterior.sd,MSEn,ISn
beta0,-0.0010063293900190071,0.0010012107099874993,9.742435579052584e-6,3.924673865024726
phi,6.92732197349255,10.095164254806628,0.7638290145656719,11.084585535337622
rho,0.7232782499662336,0.3319133235018162,0.0073601079658783455,1.3884268693904067
sigma,5.35336469573821e-14,2.307925697787704e-13,2.9999999892932705e-5,40.00000000432532
tau,3.094877620517985e-5,3.5305894357156427e-7,6.102198657455984e-4,807.2124246337877
